Time,Date,Comment,Mode,Weight,Color,Size,Uhash,Dmid
01:28,02/07/2024 13:05,坐等春晚吐槽视频，比直接看春晚有意思,25,0,3850755328,16777215,e02d40cd,
02:48,02/07/2024 13:01,钻天猴,25,0,1359258368,16777215,15f32f44,
00:56,02/07/2024 13:01,救命！！！,25,0,2164528384,16777215,10681485,
02:26,02/07/2024 12:46,消防栓那个叫什么,25,0,2684439296,16777215,3d0e606f,
02:59,02/07/2024 12:41,谢谢，我不氪金,25,0,3406007040,16777215,e7b46247,
00:10,02/07/2024 12:40,现今春节将至，麻烦包一下水饺,25,0,4001698816,41194,e01f9ab5,
00:23,02/07/2024 12:36,好家伙，,25,0,663177728,16777215,8ca7ac73,
01:04,02/07/2024 12:34,蔡徐坤震怒,25,0,176329984,15138834,7b034f2f,
02:38,02/07/2024 12:29,防空导弹,25,0,260182528,16777215,63712772,
00:33,02/07/2024 12:27,语言指导：瓜摊老板,25,0,2130806272,15138834,d9a1baca,
00:24,02/07/2024 12:25,哈哈哈绷不住了,25,0,2340463104,16707842,9e040444,
00:56,02/07/2024 12:09,科目三就算了吧,25,0,1820748288,16777215,a4467813,
03:26,02/07/2024 12:04,天上的春晚真好看,25,0,755354624,16777215,2b446cb4,
01:15,02/07/2024 12:02,今年春晚要是真玩这些玩意 我能喷它三天三夜不带重样的,25,0,3581981696,16777215,50c4da3d,
01:18,02/07/2024 11:59,哈哈哈哈哇可真棒,25,0,33842688,16777215,a001f0e4,
00:25,02/07/2024 11:58,哈哈哈,25,0,3246776064,16777215,a001f0e4,
00:26,02/07/2024 11:52,海龟发言人,25,0,1032137216,16777215,b94cdc3e,
02:50,02/07/2024 11:48,逆水寒打钱！,25,0,2919595008,16777215,2f2cde56,
01:25,02/07/2024 11:44,悟净二次元适配度很高哟,25,0,2894435584,16777215,8cc927dc,
02:44,02/07/2024 11:41,太有才了，佩服视频制作者，祝所有看到此消息的朋友们龙年大吉，万事顺意,25,0,1677864192,16777215,e5bf488,
01:20,02/07/2024 11:40,这个可以,25,0,503687936,16777215,9d57db14,
02:22,02/07/2024 11:36,早知道这么好看，就留到春晚看了,25,0,1552367104,15138834,d46a5367,
02:31,02/07/2024 11:35,这不比小品好看,25,0,201622272,16777215,32db5363,
02:50,02/07/2024 11:30,图穷匕现,25,0,528800512,15138834,1bf79e5,
02:45,02/07/2024 11:27,被玩坏了,25,0,855842304,16777215,66f89798,
01:38,02/07/2024 11:24,悟空：你特喵的火圈用三昧真火点啊！！！,25,0,3213163008,15138834,17a02f0e,
03:11,02/07/2024 11:21,现在这里是菜市场吗？,25,0,3808929792,16777215,abfa7b4a,
00:52,02/07/2024 11:19,包汤圆吧,25,0,2785463552,16777215,7dd16e01,
00:06,02/07/2024 11:16,乔峰赞助,25,0,3582074624,16777215,acb848b2,
00:01,02/07/2024 11:14,《走近科学写的简介》,25,0,1795486464,16707842,d2671f7b,
01:04,02/07/2024 11:06,《猪你太美》,25,0,3615897856,16777215,7bf7ba4e,
03:08,02/07/2024 11:02,有年味了,25,0,2785319680,16777215,275593d5,
02:59,02/07/2024 10:50,卧槽 居然是逆水寒,25,0,319223040,16777215,a5a4d0c4,
01:40,02/07/2024 10:48,红色马戏团,25,0,1711621376,16777215,30f67cf9,
01:04,02/07/2024 10:43,济宁太美~~~！！！！,25,0,1862587648,16777215,5c3baa6e,
00:12,02/07/2024 10:37,佛祖：不开混响是我是不会讲话的,25,0,2265263872,16777215,2304ad4d,
00:47,02/07/2024 10:28,哈哈哈哈烦死了,25,0,2483151104,16777215,4f5bc17b,
01:20,02/07/2024 10:28,过年回家最喜欢的一集,25,0,2281784832,16777215,56de8769,
02:22,02/07/2024 10:26,沙僧是个明白人,25,0,1107620096,16777215,1046bdf,
01:54,02/07/2024 10:15,旁边不是河吗？,25,0,369270272,16777215,e4877bd6,
00:51,02/07/2024 10:08,这个巧妙,25,0,2265299200,16777215,11a7cfc9,
01:09,02/07/2024 09:57,八戒的服装特别适合舞蹈,25,0,1074027520,16777215,a1194139,
01:07,02/07/2024 09:57,这个真的可以有,25,0,721835264,16777215,312eadc1,
03:01,02/07/2024 09:56,卧槽中计了,25,0,3800228352,16777215,c6b38f68,
00:24,02/07/2024 09:52,哈哈哈哈哈哈哈,25,0,260400384,16777215,c676f3f0,
01:07,02/07/2024 09:45,这个可以有,25,0,1753733120,16777215,f7573b66,
01:05,02/07/2024 09:44,猪你太美,25,0,3414509824,16777215,314ada85,
01:10,02/07/2024 09:42,你干嘛哈哈,25,0,2181499392,16777215,a722909e,
00:48,02/07/2024 09:40,画面毫无违和感,25,0,4194668800,16777215,13c103b9,
00:38,02/07/2024 09:36,现在外面闹得观音满天飞哦,25,0,1954597376,16707842,dea4d203,
00:14,02/07/2024 09:35,棺硬老登,25,0,352515584,16707842,dea4d203,
02:43,02/07/2024 09:32,卧槽,25,0,1619208448,15138834,5fa13c23,
03:00,02/07/2024 09:19,出发连招,25,0,3095426048,16777215,62c60024,
02:46,02/07/2024 09:14,？,25,0,2323836160,16777215,b7ed6d2,
00:41,02/07/2024 09:08,枯燥,25,0,2374201856,16777215,ccf15c0d,
02:06,02/07/2024 08:59,今晚吃唐僧肉,25,0,2894454528,16777215,2cfe8bf8,
03:32,02/07/2024 08:54,这不是春晚，这是元宵晚会，是十五的,25,0,3573625600,16777215,50a59e21,
00:09,02/07/2024 08:44,对味儿了,25,0,1250177536,16777215,91231595,
01:20,02/07/2024 08:32,龙皇异次元,25,0,4269820928,16777215,8e60ea93,
01:19,02/07/2024 08:23,哈哈哈哈哈哈,25,0,771773696,16777215,1aad5f08,
01:57,02/07/2024 08:22,年夜饭加菜,25,0,1912626432,16777215,8b8604f7,
03:13,02/07/2024 08:17,给中国娃娃版权费了吗,25,0,2642731008,16777215,21d11462,
00:06,02/07/2024 07:27,到处都是乐观的气氛,25,0,176170752,16777215,9d736f2c,
01:20,02/07/2024 07:03,埋埋埋,25,0,1980127488,16777215,801307bb,
00:10,02/07/2024 06:55,哈哈哈哈哈,25,0,2701603840,16777215,37e4374e,
00:27,02/07/2024 06:14,观音有男相也有女相的，都是观音的法相,25,0,721782272,16777215,770a70f4,
02:21,02/07/2024 05:41,警察，禁止燃放烟花爆竹，拘留 15 日,25,0,336008704,16777215,8d54ecf0,
00:29,02/07/2024 03:58,热知识:西天本来就在西方,25,0,3330443776,16777215,6c0ecba8,
01:41,02/07/2024 03:50,火焰山圈,25,0,3254797312,16777215,6a196200,
01:51,02/07/2024 03:43,《二师兄卡住》,25,0,1585550592,16707842,f219cda1,
03:19,02/07/2024 03:27,中国娃娃,25,0,1594051584,16777215,ec525a22,
02:51,02/07/2024 03:10,已阅完，剑三启动,25,0,2608951296,16777215,419807ff,
02:36,02/07/2024 02:37,难道你们自己不知道吗。。,25,0,3565341184,16777215,71aff1bc,
00:17,02/07/2024 02:06,热知识：观音并不是女的,25,0,3456181248,16777215,ef9bdc65,
00:05,02/07/2024 02:00,古印度掌管音箱的神,25,0,495327232,16777215,9b3fd67f,
02:54,02/07/2024 01:53,逆水寒早就垮了,25,0,948425472,16777215,d96d1927,
00:45,02/07/2024 01:36,哈哈哈哈哈哈,25,0,3255054080,16777215,9bc318a5,
02:42,02/07/2024 01:30,接好运接新年财运,25,0,1132873728,16777215,5d38ef7f,
00:30,02/07/2024 01:20,菩萨的性别就是菩萨,25,0,2332069120,16777215,cfef2de5,
00:13,02/07/2024 01:16,东北佛祖,25,0,2718125056,16707842,14008c0a,
00:07,02/07/2024 01:01,《科目三》,25,0,956311808,14811775,f7ef8918,
03:00,02/07/2024 00:58,顺火暖,25,0,654608128,16777215,e08638b4,
01:00,02/07/2024 00:56,马喽三,25,0,1602578176,16777215,c059b98b,
00:09,02/07/2024 00:40,舒服了,25,0,1342340096,16777215,aa6d2b02,
01:17,02/07/2024 00:36,没绷住,25,0,3188152320,9599289,e96b244b,
01:36,02/07/2024 00:31,徒手拿火圈哈哈,25,0,3623919360,16777215,4a132d33,
00:30,02/07/2024 00:28,我赞成我反对,25,0,302424064,16777215,f708f953,
03:14,02/07/2024 00:28,3,25,0,193099520,16777215,56ab1a33,
01:05,02/07/2024 00:25,确实都是烂活,25,0,117954560,16777215,abf41e01,
02:24,02/07/2024 00:21,热知识：AI,25,0,377738240,16777215,bfdc430c,
01:18,02/07/2024 00:09,哈哈哈哈,25,0,3531908864,16777215,cedf995b,
02:12,02/07/2024 00:07,这样为师也好向如来有个胶带,25,0,3808849408,16777215,8d4cee09,
02:39,02/07/2024 00:06,开摆！！！！,25,0,822566912,16777215,99815210,
03:07,02/07/2024 00:03,中计了,25,0,4085605888,16777215,f04d9490,
01:07,02/07/2024 00:02,猪你太美,25,0,587599616,16777215,7919fd8e,
00:25,02/06/2024 23:56,西天英语,25,0,721581056,16777215,9793355a,
02:47,02/06/2024 23:52,秀儿,25,0,2869164544,16777215,26eaeb0f,
00:33,02/06/2024 23:50,我反对,25,0,3766761984,16777215,24e2df88,
02:25,02/06/2024 23:48,炸出来了吗？,25,0,4035184128,16777215,ef6feb86,
01:20,02/06/2024 23:45,不是他们啥时候做的这些动作啊,25,0,2105793792,16777215,350b2935,
00:44,02/06/2024 23:41,有事的小曲儿,25,0,2265324288,16777215,842a2424,
00:10,02/06/2024 23:40,原来是混响效果,25,0,4169575168,16777215,441ff184,
02:33,02/06/2024 23:39,窜天猴~~~！！！,25,0,3993316608,16777215,dcc09c04,
01:38,02/06/2024 23:34,三昧真火圈,25,0,520341248,16777215,99bbbd24,
03:10,02/06/2024 23:28,这一段是某一年的西游记主题春晚的真实影像,25,0,1350585856,15138834,1c600db6,
00:41,02/06/2024 23:23,朴实无华且枯燥,25,0,2424477696,16777215,d83cfb16,
03:13,02/06/2024 23:18,起猛了，在鬼畜视频里听到镜子的歌了,25,0,838981120,15138834,52a0ae74,
00:44,02/06/2024 23:13,惊喜原声.doge,25,0,352598272,16777215,11dfd315,
00:32,02/06/2024 23:10,我不吃牛肉面,25,0,2684774656,16777215,fcb1e30c,
00:56,02/06/2024 23:06,太抽象了,25,0,2433148416,16777215,2abd14ba,
01:07,02/06/2024 23:05,好！！！,25,0,1627392512,16777215,510f05ba,
01:17,02/06/2024 23:03,预计会火站个楼,25,0,2676094976,16777215,ed691435,
01:07,02/06/2024 23:01,救命啊啊啊,25,0,1157837312,16777215,fa1fde26,
02:39,02/06/2024 23:00,凤仙郡侯惹了玉帝下场你也看到了…,25,0,1611000320,16707842,de61468c,
01:08,02/06/2024 22:57,天呐，太厉害了,25,0,1459634944,16777215,41ef2d27,
02:05,02/06/2024 22:50,唐僧曰:酒肉穿肠过，佛祖心中留。,25,0,3213088000,16777215,63448360,
00:31,02/06/2024 22:49,别热知识了，就那么喜欢阴阳怪气？就不能好好说话？,25,0,3028434176,16777215,1812fb88,
00:16,02/06/2024 22:47,《see》,25,0,2994741760,16777215,6551dfb2,
00:17,02/06/2024 22:44,觀音不是妹，是哥,25,0,2592241920,16777215,1d52d63b,
00:12,02/06/2024 22:42,奔丧一下,25,0,2097343744,16777215,941dbd94,
01:10,02/06/2024 22:37,阔以哦,25,0,3917653760,16777215,afb823cb,
00:03,02/06/2024 22:33,666,25,0,2248346624,16777215,d79da1f3,
03:05,02/06/2024 22:29,嫦娥仙子，哇哦，星星眼,25,0,2969927168,16707842,9db3534e,
00:28,02/06/2024 22:28,《投其所恶》,25,0,2130877440,16777215,967fd59f,
01:19,02/06/2024 22:28,哈哈哈哈,25,0,285643008,16777215,c4dbb19c,
01:38,02/06/2024 22:24,哈哈哈哈哈哈哈哈哈哈哈哈,25,0,855887616,16777215,3a28292,
00:09,02/06/2024 22:21,哈哈哈哈哈,25,0,495450880,16777215,68264666,
02:39,02/06/2024 22:18,3000+人出來！,25,0,3532043520,16777215,bbb5332d,
02:43,02/06/2024 22:17,逆水寒，卸载,25,0,3129378304,16777215,b2e67eb3,
00:26,02/06/2024 22:16,这是西游记电视剧里观音就是女的,25,0,2433174528,16777215,fabb6260,
01:25,02/06/2024 22:10,这个b友不反对 但不玩的会有很大节奏,25,0,3968325632,16777215,bc24a82d,
00:20,02/06/2024 22:08,哈哈哈哈哈,25,0,1678049536,16777215,3a28292,
00:22,02/06/2024 22:05,一点猛,25,0,2349007360,16777215,dbe1a950,
00:48,02/06/2024 22:03,狗屁才艺,25,0,1736713472,16777215,731f4296,
00:30,02/06/2024 21:59,哎呀卧槽，西天黑社会啊,25,0,1199775488,41194,f6a5e39d,
00:35,02/06/2024 21:58,有一观音前来买瓜,25,0,2885940480,16777215,b7ad1778,
02:50,02/06/2024 21:57,哈哈哈哈哈,25,0,3087070976,16777215,76fe21c6,
02:04,02/06/2024 21:53,饿狼传说,25,0,1694824192,16777215,599b9040,
02:44,02/06/2024 21:52,眼前一黑,25,0,3045181696,16777215,e686ab3a,
01:25,02/06/2024 21:49,hahahhaha,25,0,2055594496,16777215,e4a2f7de,
00:02,02/06/2024 21:48,没活硬整，不如咬打火机,25,0,2332390912,16777215,dde166,
02:22,02/06/2024 21:48,打上花火,25,0,746593280,16777215,d19d33b0,
01:17,02/06/2024 21:44,哈哈哈哈,25,0,4244727808,16777215,10bbe61e,
03:29,02/06/2024 21:41,这是以前的春晚,25,0,3129157888,16777215,902b1d97,
01:09,02/06/2024 21:40,这个挺有意思的,25,0,1040606464,16777215,66fa83b,
01:53,02/06/2024 21:37,烤乳猪预定,25,0,1132943104,16777215,5c037fee,
01:19,02/06/2024 21:34,极乐净土真的看不腻,25,0,3515286784,16777215,1bd8ac8b,
03:34,02/06/2024 21:28,当年的春晚真令人怀念啊,25,0,3875692032,16777215,b4b6fc66,
00:11,02/06/2024 21:27,哈哈哈,25,0,3666235392,16777215,da0d7bc9,
00:15,02/06/2024 21:25,西方口音是这样的,25,0,1770426112,16646914,5b97f1cc,
00:13,02/06/2024 21:21,哈哈哈币有了,25,0,2709611264,16777215,fe277c5d,
00:27,02/06/2024 21:20,菩萨身无性别。都有男相女相,25,0,570933248,16777215,1572ac5e,
00:00,02/06/2024 21:17,好好好，我也是被封面吸引进来的，笑死我了。,25,0,3339075840,16777215,27f48e1a,
01:15,02/06/2024 21:13,卧槽,25,0,1484892416,16777215,8e87f1a2,
01:24,02/06/2024 21:13,太牛啦！！,25,0,411441920,16777215,5bb9366a,
01:13,02/06/2024 21:12,这个可以,25,0,2248514560,16777215,575c73c,
02:50,02/06/2024 21:10,中计了,25,0,4010000896,16777215,d379e6f4,
00:43,02/06/2024 21:08,祖妈,25,0,981658112,16777215,881482a3,
01:37,02/06/2024 21:02,《草薙京》,25,0,268858880,16777215,22974fdf,
01:45,02/06/2024 21:00,666,25,0,2801946624,16777215,fe98f35c,
02:48,02/06/2024 20:55,？,25,0,377976576,16777215,a70b6c04,
01:54,02/06/2024 20:53,笑不活了,25,0,2927972096,16777215,f2721d90,
03:00,02/06/2024 20:51,这些个玩意估计比春晚好看哈哈哈哈哈,25,0,302381568,16777215,7c6fa109,
03:09,02/06/2024 20:49,真能封,25,0,2030449920,16777215,3ae24441,
01:53,02/06/2024 20:49,早知道这么精彩留着了,25,0,562350080,16777215,763f9fd,
02:47,02/06/2024 20:46,天上一日地上一年，天上那不得天天过年？天天过年不就是神仙的日子？,25,0,1426569728,16777215,a14816c3,
01:04,02/06/2024 20:45,卯日星官：哇真的是你鸭,25,0,4102448128,16707842,c1f685d5,
02:42,02/06/2024 20:44,这可不兴黑呀,25,0,3305385728,16777215,2a27eb93,
00:28,02/06/2024 20:41,观音：就膈应我是吧,25,0,1610856960,16777215,d0547bd9,
00:18,02/06/2024 20:38,do you like 玩游戏,25,0,1744889344,16777215,3ef2640,
01:31,02/06/2024 20:34,悟空：耍猴呢？,25,0,4102199808,16776960,ab0c1fd3,
00:34,02/06/2024 20:32,符合实际,25,0,4043631872,16777215,17aa883e,
01:22,02/06/2024 20:23,极乐化缘,25,0,3146233600,16777215,c1511ce2,
01:11,02/06/2024 20:20,可你是猪啊,25,0,4001373184,16777215,6114adb4,
01:18,02/06/2024 20:17,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,25,0,4001728768,16777215,5d80c334,
00:53,02/06/2024 20:17,哈哈哈哈哈哈,25,0,528719104,16777215,5d80c334,
00:15,02/06/2024 20:16,呵呵呵哈哈哈哈哈哈哈,25,0,4177542400,16740868,5d80c334,
00:16,02/06/2024 20:15,观音不是男的吗,25,0,3598903552,16777215,dad55715,
00:30,02/06/2024 20:15,观音:阿米诺斯,25,0,2072144384,16777215,da0d27de,
02:05,02/06/2024 20:14,饭狼背景音,25,0,3750127360,16777215,862c9f7d,
01:19,02/06/2024 20:10,2333333333333,25,0,2164531200,16777215,44999c83,
02:35,02/06/2024 20:10,好喜庆,25,0,2743399168,16777215,82d23aab,
00:26,02/06/2024 20:09,哈哈哈哈哈哈,25,0,2659475712,16777215,44999c83,
01:22,02/06/2024 20:07,异次元驱逐舰来喽！（破界者到访）,25,0,1669585920,16777215,6dab172a,
01:41,02/06/2024 20:04,哈哈哈,25,0,1962999040,16777215,baabec57,
01:20,02/06/2024 20:03,这个可以,25,0,285632000,16777215,28c60a7,
01:09,02/06/2024 20:01,xdm这个我是真的喜欢,25,0,193402624,16777215,7021abd0,
00:03,02/06/2024 19:59,3阿弥陀佛 阿弥陀佛 阿弥陀佛 阿弥陀佛 阿弥陀佛 阿弥陀佛,25,0,1233287168,16777215,30b16c4f,
01:51,02/06/2024 19:57,诶，我觉得上杂技可以啊， 以前的杂技我还没怎么看过呢,25,0,2030487296,16777215,ee469ede,
01:47,02/06/2024 19:55,说真的，今年春晚整一只猴子上去跳火圈，估计小品好的多,25,0,3162715392,16777215,a9e640da,
02:44,02/06/2024 19:51,擦，早知道留到年三十再看了,25,0,25452800,15138834,449ee811,
02:24,02/06/2024 19:49,串天猴,25,0,3951521024,16777215,61541b51,
01:21,02/06/2024 19:49,亚波人表示赞成,25,0,2424816896,16777215,e1a16ddd,
01:12,02/06/2024 19:46,你哥哥还是太火了哈哈哈,25,0,1132801792,16777215,bbc65d92,
02:21,02/06/2024 19:44,《真·窜天猴》,25,0,1333934336,16776960,b5dc0ac8,
00:42,02/06/2024 19:42,这个太好笑了，收藏起来春晚再看,25,0,2759903744,16777215,d80f3734,
01:15,02/06/2024 19:40,哈哈哈,25,0,176551424,16777215,8c650399,
00:46,02/06/2024 19:37,哈哈哈哈,25,0,34073856,16777215,73c9903e,
01:07,02/06/2024 19:36,这个可以有,25,0,2701403648,16777215,2b272b55,
01:59,02/06/2024 19:35,大唐高僧不戒荤？,25,0,3364256512,16777215,18de1217,
00:12,02/06/2024 19:34,哈哈哈哈哈哈,25,0,1149408256,16777215,715ac52d,
00:15,02/06/2024 19:32,观音不是男的吗 叫老弟,25,0,1669727744,16777215,18de1217,
00:07,02/06/2024 19:32,这不是手工耿的声音吗,25,0,2315773440,16777215,a06c000c,
01:02,02/06/2024 19:30,又没到鸡年跳什么鸡你太美,25,0,2751674112,16777215,e3515df2,
00:02,02/06/2024 19:26,.,25,0,42283520,16777215,cdc3f377,
03:09,02/06/2024 19:25,财神爷加班啦,25,0,2961493504,16777215,d0b0ff15,
02:32,02/06/2024 19:22,燕云串天猴,25,0,3514999040,16777215,9c007390,
02:19,02/06/2024 19:20,烟花……麻烦大家去关注一下那个消防栓,25,0,2600802048,15772458,81da439e,
02:58,02/06/2024 19:19,我，中国娃娃，打钱！,25,0,1292126720,15138834,1fff24a5,
00:07,02/06/2024 19:14,哈哈哈哈哈,25,0,3968284672,16777215,f5defff,
01:43,02/06/2024 19:12,消防栓没水（）,25,0,721542912,16646914,6c1b9a75,
00:29,02/06/2024 19:09,sd,25,0,1090681344,16777215,8387ad5,
00:10,02/06/2024 19:08,哈哈哈哈,25,0,396288,16777215,284c885b,
01:06,02/06/2024 19:08,这个可以有,25,0,2843956480,16777215,51f705e3,
02:05,02/06/2024 19:06,《唐三葬》,25,0,3347100416,16777215,51afe786,
02:55,02/06/2024 19:05,逆水寒你知道你得罪的是谁吗,25,0,3322291712,16777215,b251dc24,
00:33,02/06/2024 18:58,6666,25,0,931353088,14811775,2695ad32,
02:49,02/06/2024 18:54,哈哈哈哈哈哈哈哈哈哈哈哈哈哈hhh,25,0,570707200,16777215,9e94a048,
01:43,02/06/2024 18:53,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,25,0,3288642816,16777215,9e94a048,
00:57,02/06/2024 18:52,66666666666666,25,0,1518467840,16777215,9e94a048,
00:58,02/06/2024 18:50,烂梗,25,0,1762053376,16777215,bd6ba684,
01:28,02/06/2024 18:47,春晚放日语歌不合适吧,25,0,1518471168,16777215,5fa7b790,
02:37,02/06/2024 18:44,天上不是天天过年吗,25,0,1795512576,16777215,65c312fd,
03:05,02/06/2024 18:39,还以为是黑魔仙,25,0,772178176,16777215,3e9d6d8e,
01:33,02/06/2024 18:35,声音有点像啊,25,0,1778691328,16777215,e4895602,
00:04,02/06/2024 18:33,哈哈哈哈哈,25,0,3145940992,16777215,b2ae584d,
00:34,02/06/2024 18:29,我们这有，2000多个人看,25,0,1963314688,14811775,6317a85f,
00:34,02/06/2024 18:28,这里改了？,25,0,1493607168,16707842,162e8f8,
00:34,02/06/2024 18:25,观音:郝啊！,25,0,302404096,16777215,eb035c84,
00:12,02/06/2024 18:22,哈哈哈哈哈哈哈,25,0,3347375360,16777215,72c8e5a3,
01:21,02/06/2024 18:21,666,25,0,2785470720,15138834,2b23a42b,
00:41,02/06/2024 18:20,枯燥,25,0,771871744,16777215,30da4793,
00:43,02/06/2024 18:19,无意点开，阿弥陀佛,25,0,1921136896,16777215,bfd9d1e9,
01:07,02/06/2024 18:16,这个可以有,25,0,3238371584,16777215,8015dceb,
00:23,02/06/2024 18:11,太有才了,25,0,4185974272,16777215,720b915a,
00:09,02/06/2024 18:05,啊哈哈,25,0,2575302912,16777215,440e7309,
02:37,02/06/2024 18:00,天上百年一过,25,0,3162917120,16707842,36e6ff23,
01:24,02/06/2024 17:57,这个还蛮难的（）,25,0,3833785088,16777215,cf14a41f,
00:43,02/06/2024 17:56,功德加一,25,0,2089230336,16777215,e7a98ac6,
00:04,02/06/2024 17:53,hhhhh,25,0,2818816512,16777215,9896f463,
01:03,02/06/2024 17:47,猴子可以变美女啊,25,0,302138368,16777215,984f728e,
01:32,02/06/2024 17:42,哈哈哈哈哈哈,25,0,3229633792,16777215,baaa87dc,
00:28,02/06/2024 17:35,春晚请务必做得无聊一点，这样才能最大化刺激破站各位人才二创，使春晚在破站焕发新生。就指着破站看乐子呢,25,0,637936384,9487136,8425e242,
00:03,02/06/2024 17:31,厚礼谢，现在春晚小品还没视频封面好笑,25,0,1350881024,16777215,6807b9ee,
01:26,02/06/2024 17:29,师傅，你有何才艺上上来,25,0,1342605568,16777215,42ebabaa,
01:07,02/06/2024 17:23,猪你太美,25,0,2441599232,16777215,b0745082,
00:57,02/06/2024 17:21,我服了,25,0,881326592,16777215,844b87aa,
01:27,02/06/2024 17:11,其实在年长人眼里，科目三和极乐净土没区别,25,0,1090875136,16777215,8adb7bfb,
01:46,02/06/2024 17:09,三昧真火的火圈啊？,25,0,2793661440,16777215,432b4a9a,
00:27,02/06/2024 16:59,更热的知识：西游里的观音是女的，猴哥说过活该她一世无夫,25,0,570832640,16777215,47748aa4,
00:04,02/06/2024 16:47,自我介绍,25,0,713282560,16777215,8dcd7ba4,
02:01,02/06/2024 16:46,唐僧：没一个字我爱听的,25,0,687965952,16777215,fe1a8c9d,
00:05,02/06/2024 16:37,羽毛猪,25,0,1023726080,16777215,4173b50d,
02:51,02/06/2024 16:31,这不比春晚好看？,25,0,2751572736,16777215,da041e97,
02:02,02/06/2024 16:25,烤鱼哈哈哈哈哈哈哈,25,0,3288722176,16777215,f2d7c55b,
01:09,02/06/2024 16:21,虽迟但到，厉不厉害你鸡哥,25,0,2827289600,16777215,5fca0bc9,
00:21,02/06/2024 16:15,hate(害怕）,25,0,4144092928,16777215,872dab4f,
00:34,02/06/2024 16:15,神 的 胃 炎（bushi,25,0,612729344,15138834,8eb61120,
02:44,02/06/2024 16:11,这不比春晚好看得多？,25,0,2718391296,38979,a17a521f,
01:08,02/06/2024 16:10,可以可以,25,0,4202797056,16777215,7902597e,
